
# ENCUT KA KB KC             TOTEN DIR                 
 #500.0  1   9.970308 
 #500.0  2   0.311871 
 #500.0  3   0.124422 
 #500.0  4   0.026730 
 650.0 31   0.009333 
 650.0 32   0.009167 

 #700.0  1   9.999903 
 #700.0  2   0.318507 
 #700.0  3   0.118398 
 #700.0  4   0.023282 
 700.0  5   0.033562 
 700.0  6   0.003459 
 700.0  7   0.027591 
 700.0  8   0.000336 
 700.0  9   0.003778 
 700.0 10   0.005254 
 700.0 11   0.002781 
 700.0 12   0.006068 
 700.0 13   0.004903 
 700.0 14   0.006783 
 700.0 15   0.007424 
 700.0 16   0.006244 
 700.0 17   0.005283 
 700.0 18   0.006274 
 700.0 19   0.006950 
 700.0 20   0.006107 
 700.0 21   0.006315 
 700.0 22   0.006156 
 700.0 23   0.005648 
 700.0 24   0.006263 
 700.0 25   0.006801 
 700.0 26   0.006302 
 700.0 27   0.005856 
 700.0 28   0.006313 
 700.0 29   0.006185 
 700.0 30   0.006259 
 700.0 31   0.006439 
 700.0 32   0.006257 

 #750.0  1   9.989249 
 #750.0  2   0.315477 
 #750.0  3   0.122849 
 #750.0  4   0.027182 
 750.0  5   0.036709 
 750.0  6   0.000105 
 750.0  7   0.024204 
 750.0  8   0.003037 
 750.0  9   0.000232 
 750.0 10   0.001893 
 750.0 11   0.000562 
 750.0 12   0.002662 
 750.0 13   0.001611 
 750.0 14   0.003419 
 750.0 15   0.004071 
 750.0 16   0.002885 
 750.0 17   0.001943 
 750.0 18   0.002882 
 750.0 19   0.003584 
 750.0 20   0.002731 
 750.0 21   0.002951 
 750.0 22   0.002785 
 750.0 23   0.002292 
 750.0 24   0.002888 
 750.0 25   0.003428 
 750.0 26   0.002930 
 750.0 27   0.002482 
 750.0 28   0.002939 
 750.0 29   0.002830 
 750.0 30   0.002882 
 750.0 31   0.003063 
 750.0 32   0.002888 

 #800.0  1   9.998543 
 #800.0  2   0.313643 
 #800.0  3   0.123863 
 #800.0  4   0.028689 
 800.0  5   0.038268 
 800.0  6   0.001404 
 800.0  7   0.022562 
 800.0  8   0.004605 
 800.0  9   0.001281 
 800.0 10   0.000407 
 800.0 11   0.002086 
 800.0 12   0.001201 
 800.0 13   0.000144 
 800.0 14   0.001910 
 800.0 15   0.002551 
 800.0 16   0.001371 
 800.0 17   0.000435 
 800.0 18   0.001384 
 800.0 19   0.002066 
 800.0 20   0.001227 
 800.0 21   0.001439 
 800.0 22   0.001277 
 800.0 23   0.000805 
 800.0 24   0.001386 
 800.0 25   0.001935 
 800.0 26   0.001425 
 800.0 27   0.000970 
 800.0 28   0.001439 
 800.0 29   0.001325 
 800.0 30   0.001380 
 800.0 31   0.001560 
 800.0 32   0.001381 

 #850.0  1   9.998788 
 #850.0  2   0.312313 
 #850.0  3   0.125204 
 #850.0  4   0.030000 
 850.0  5   0.039256 
 850.0  6   0.002432 
 850.0  7   0.021747 
 850.0  8   0.005611 
 850.0  9   0.002346 
 850.0 10   0.000611 
 850.0 11   0.003140 
 850.0 12   0.000185 
 850.0 13   0.000806 
 850.0 14   0.000908 
 850.0 15   0.001522 
 850.0 16   0.000384 
 850.0 17   0.000547 
 850.0 18   0.000383 
 850.0 19   0.001066 
 850.0 20   0.000229 
 850.0 21   0.000441 
 850.0 22   0.000285 
 850.0 23   0.000185 
 850.0 24   0.000390 
 850.0 25   0.000937 
 850.0 26   0.000430 
 850.0 27   0.000026 
 850.0 28   0.000445 
 850.0 29   0.000330 
 850.0 30   0.000387 
 850.0 31   0.000562 
 850.0 32   0.000387 

 #900.0  1   9.995428 
 #900.0  2   0.311376 
 #900.0  3   0.125963 
 #900.0  4   0.030801 
 900.0  5   0.040081 
 900.0  6   0.003297 
 900.0  7   0.020797 
 900.0  8   0.006447 
 900.0  9   0.003183 
 900.0 10   0.001445 
 900.0 11   0.003991 
 900.0 12   0.000644 
 900.0 13   0.001674 
 900.0 14   0.000075 
 900.0 15   0.000683 
 900.0 16   0.000462 
 900.0 17   0.001396 
 900.0 18   0.000457 
 900.0 19   0.000239 
 900.0 20   0.000610 
 900.0 21   0.000399 
 900.0 22   0.000555 
 900.0 23   0.001034 
 900.0 24   0.000449 
 900.0 25   0.000096 
 900.0 26   0.000408 
 900.0 27   0.000866 
 900.0 28   0.000394 
 900.0 29   0.000509 
 900.0 30   0.000453 
 900.0 31   0.000273 
 900.0 32   0.000453 

 #950.0  1   9.997467 
 #950.0  2   0.311969 
 #950.0  3   0.125389 
 #950.0  4   0.030352 
 950.0  5   0.039642 
 950.0  6   0.002860 
 950.0  7   0.021274 
 950.0  8   0.006029 
 950.0  9   0.002739 
 950.0 10   0.001012 
 950.0 11   0.003561 
 950.0 12   0.000212 
 950.0 13   0.001233 
 950.0 14   0.000507 
 950.0 15   0.001117 
 950.0 16   0.000027 
 950.0 17   0.000962 
 950.0 18   0.000028 
 950.0 19   0.000667 
 950.0 20   0.000180 
 950.0 21   0.000032 
 950.0 22   0.000124 
 950.0 23   0.000603 
 950.0 24   0.000018 
 950.0 25   0.000527 
 950.0 26   0.000022 
 950.0 27   0.000434 
 950.0 28   0.000037 
 950.0 29   0.000076 
 950.0 30   0.000023 
 950.0 31   0.000157 
 950.0 32   0.000022 

#1000.0  1   9.999117 
#1000.0  2   0.312092 
#1000.0  3   0.125413 
#1000.0  4   0.030357 
1000.0  5   0.039605 
1000.0  6   0.002836 
1000.0  7   0.021321 
1000.0  8   0.006009 
1000.0  9   0.002727 
1000.0 10   0.000990 
1000.0 11   0.003543 
1000.0 12   0.000191 
1000.0 13   0.001212 
1000.0 14   0.000529 
1000.0 15   0.001140 
1000.0 16   0.000006 
1000.0 17   0.000936 
1000.0 18   0.000006 
1000.0 19   0.000688 
1000.0 20   0.000156 
1000.0 21   0.000055 
1000.0 22   0.000103 
1000.0 23   0.000580 
1000.0 24   0.000004 
1000.0 25   0.000549 
1000.0 26   0.000045 
1000.0 27   0.000413 
1000.0 28   0.000059 
1000.0 29   0.000056 
1000.0 30   0        
1000.0 31   0.000181 
1000.0 32   0        

